cust_id,income,age,years_with_bank,nbr_children,is_male,M_1_single,M_2_married,M_3_divorced,M_4_widowed
1362891,0,15,7,0,0,1,0,0,0
1362830,10933,18,3,0,0,1,0,0,0
1363217,15724,41,1,0,0,1,0,0,0
1362626,15993,30,0,3,0,0,1,0,0
1363013,4435,65,5,0,0,0,1,0,0
1363095,12396,60,0,0,0,0,1,0,0
1363482,9129,66,6,0,1,0,1,0,0
1362687,7431,37,7,1,0,0,1,0,0
1362605,16957,34,4,0,0,0,1,0,0
1362952,7633,53,3,0,0,0,1,0,0
1363339,0,14,6,0,0,1,0,0,0
1363421,1982,28,7,0,1,1,0,0,0
1362727,81509,41,1,1,0,0,1,0,0
1362809,25180,56,6,1,0,0,0,1,0
1363196,35502,42,2,0,0,1,0,0,0
1362666,0,15,7,0,0,1,0,0,0
1363461,23108,69,9,0,0,0,1,0,0
1363135,18350,38,5,2,0,0,1,0,0
1362584,12885,61,1,0,0,0,1,0,0
1362931,39704,53,3,1,0,0,1,0,0
1363053,55061,30,0,0,1,1,0,0,0
1363400,49258,49,9,0,0,0,1,0,0
1363318,7751,41,1,2,0,0,0,0,1
1362523,0,13,5,0,0,1,0,0,0
1362706,0,15,7,0,0,1,0,0,0
1362992,24534,40,0,0,0,1,0,0,0
1363175,0,16,1,0,0,1,0,0,0
1363257,31910,44,4,0,1,1,0,0,0
1362767,0,17,2,0,0,1,0,0,0
1362849,22001,44,4,0,0,1,0,0,0
1362563,14711,73,3,0,1,0,1,0,0
1362645,57194,31,1,3,1,0,0,0,1
1362624,28867,77,7,0,0,0,1,0,0
1362502,15530,57,7,2,1,0,1,0,0
1362481,20855,36,6,2,0,0,1,0,0
1362971,31040,60,0,0,0,0,1,0,0
1362746,8810,35,5,2,0,0,1,0,0
1363236,23206,64,4,0,1,0,0,1,0
1363215,57723,57,7,1,1,0,0,0,1
1362828,3994,87,7,0,1,0,1,0,0
1363011,90248,55,5,0,1,0,0,0,1
1363297,9351,46,6,0,0,1,0,0,0
1363480,8038,22,1,0,0,1,0,0,0
1363093,1039,79,9,0,1,0,1,0,0
1363072,7495,88,8,0,1,0,1,0,0
1362685,34080,49,2,0,0,1,0,0,0
1362868,14877,33,3,3,0,0,1,0,0
1363154,2925,29,8,2,0,0,0,0,1
1363337,84335,43,3,4,0,0,0,0,1
1362950,11935,60,0,0,0,0,1,0,0
1362929,83295,58,8,1,1,0,0,0,1
1362542,43900,36,6,2,0,0,1,0,0
1362725,68933,52,2,1,1,0,0,1,0
1363276,16422,32,2,3,1,0,1,0,0
1363194,24275,55,5,1,0,0,0,1,0
1362664,30676,46,4,5,1,0,0,0,1
1363051,0,14,6,0,1,1,0,0,0
1363133,12823,66,6,0,0,1,0,0,0
1362643,6356,18,3,0,0,1,0,0,0
1363398,13811,50,0,0,0,0,0,1,0
1363377,5488,33,3,3,0,0,1,0,0
1362990,0,16,1,0,0,1,0,0,0
1363173,27649,58,8,1,1,0,1,0,0
1363459,11944,40,0,1,1,0,1,0,0
1362765,2769,18,3,0,0,1,0,0,0
1363255,17559,51,1,0,0,0,1,0,0
1363234,12202,79,9,0,1,0,1,0,0
1363316,18144,28,5,0,0,1,0,0,0
1362622,34797,69,9,0,1,1,0,0,0
1363112,13295,38,8,3,0,0,1,0,0
1363091,0,15,0,0,1,1,0,0,0
1362500,56708,40,0,0,1,1,0,0,0
1362887,79057,57,6,0,1,0,0,1,0
1362969,75121,58,8,0,0,0,0,0,1
1363356,12258,39,9,3,0,0,1,0,0
1363438,2644,23,2,1,1,0,1,0,0
1362948,28864,59,9,1,1,0,0,0,1
1362826,0,15,0,0,0,1,0,0,0
1362744,3618,89,9,0,0,0,1,0,0
1363295,4391,66,6,0,0,0,0,0,1
1363213,38010,60,0,0,1,0,1,0,0
1362683,44288,34,4,1,0,0,1,0,0
1363070,5808,19,1,0,0,1,0,0,0
1362540,49731,62,2,0,0,0,1,0,0
1363335,2807,54,2,0,0,0,1,0,0
1363009,95585,53,3,1,1,0,1,0,0
1362927,15795,63,3,0,1,0,1,0,0
1362805,4626,78,8,0,0,0,0,1,0
1363192,10151,34,4,0,1,0,0,0,1
1362662,4604,65,5,0,0,0,1,0,0
1362784,55678,43,3,5,1,0,1,0,0
1362723,40898,39,8,1,1,0,1,0,0
1363253,39291,58,8,1,0,0,0,0,1
1363457,86744,57,7,0,1,0,1,0,0
1362641,3419,28,7,0,0,1,0,0,0
1362580,29363,36,6,3,0,0,0,0,1
1362906,36675,36,6,2,1,0,1,0,0
1362845,73785,43,2,3,1,0,0,0,1
1363375,11004,72,2,0,0,0,1,0,0
1363314,11375,26,5,1,1,0,1,0,0
1362498,9849,60,0,0,0,0,1,0,0
1362702,19789,39,9,0,1,1,0,0,0
1362763,21198,50,0,1,0,0,1,0,0
1363171,36873,59,9,0,0,0,1,0,0
1363232,9614,65,5,0,0,0,1,0,0
1362967,5022,84,4,0,1,0,1,0,0
1362620,29995,31,1,0,1,0,1,0,0
1363436,6105,26,5,1,0,0,1,0,0
1363089,30500,57,7,2,0,0,1,0,0
1362824,69432,58,8,2,0,0,1,0,0
1363354,12621,66,6,0,0,0,0,0,1
1362681,30224,73,3,0,1,0,1,0,0
1362742,18785,28,7,0,1,1,0,0,0
1363150,0,14,6,0,0,1,0,0,0
1363211,44472,47,6,0,0,1,0,0,0
1363415,0,16,1,0,0,1,0,0,0
1363068,57612,58,8,2,1,0,1,0,0
1363007,22437,64,4,0,1,0,1,0,0
1362925,15077,74,4,0,0,0,1,0,0
1363476,9916,33,3,2,0,0,1,0,0
1363394,12722,49,9,0,0,1,0,0,0
1363272,22758,30,0,2,0,0,1,0,0
1362782,29579,43,3,0,1,1,0,0,0
1362864,17612,30,0,3,0,0,0,0,1
1363251,18597,19,4,0,1,1,0,0,0
1363333,16865,19,4,0,0,1,0,0,0
1363047,14891,43,3,4,1,0,1,0,0
1363129,10430,26,5,0,0,1,0,0,0
1362639,0,14,6,0,0,1,0,0,0
1362721,7777,18,3,0,0,1,0,0,0
1363108,27814,24,3,2,0,0,1,0,0
1362986,41650,30,0,3,1,0,0,1,0
1362904,18891,69,9,0,1,0,0,1,0
1363455,37471,55,5,1,0,0,1,0,0
1362496,0,13,2,0,1,1,0,0,0
1362578,0,17,2,0,0,1,0,0,0
1362965,28402,74,4,0,1,0,1,0,0
1362843,27303,59,9,1,0,0,0,1,0
1362761,13515,23,2,1,1,0,0,0,1
1363312,29335,50,0,0,0,0,1,0,0
1363230,5940,28,3,1,0,0,1,0,0
1362700,6195,75,5,0,0,0,0,0,1
1362822,13750,19,1,0,1,1,0,0,0
1363169,13113,19,4,0,0,1,0,0,0
1362618,84120,57,7,0,1,0,1,0,0
1363434,41069,57,7,0,1,1,0,0,0
1363087,3400,18,3,0,0,1,0,0,0
1362557,19282,40,0,4,1,0,0,0,1
1363352,5772,18,3,0,1,1,0,0,0
1363026,49435,44,4,4,1,0,1,0,0
1363413,9146,80,0,0,1,0,0,0,1
1363495,19639,36,3,3,0,0,0,1,0
1363209,32739,59,9,0,0,1,0,0,0
1363291,34855,40,0,2,1,0,0,0,1
1362801,12485,24,3,2,1,0,0,0,1
1362883,12403,31,1,3,1,0,1,0,0
1363270,0,16,1,0,1,1,0,0,0
1363148,32551,47,7,5,1,0,1,0,0
1363066,3240,64,1,0,1,1,0,0,0
1362740,2715,61,1,0,1,0,1,0,0
1362658,45629,44,4,2,0,0,0,1,0
1363005,6144,22,1,0,0,0,1,0,0
1363127,0,16,1,0,0,1,0,0,0
1363474,3339,20,5,0,0,1,0,0,0
1362923,0,15,7,0,1,1,0,0,0
1362597,12106,19,4,0,1,1,0,0,0
1363392,0,17,2,0,0,1,0,0,0
1362862,0,15,5,0,1,1,0,0,0
1363249,61885,52,2,2,0,0,1,0,0
1363331,31054,55,5,2,1,0,1,0,0
1362637,23973,45,5,0,0,1,0,0,0
1362719,23843,59,9,1,0,0,1,0,0
1363371,3551,27,4,2,0,0,1,0,0
1363453,12728,35,2,0,1,1,0,0,0
1362963,4508,69,4,0,0,1,0,0,0
1362902,18760,48,5,0,0,1,0,0,0
1363228,36237,41,1,0,1,1,0,0,0
1362698,49623,55,5,1,0,0,0,0,1
1362820,129196,55,5,2,1,0,0,1,0
1363167,39703,38,8,0,0,1,0,0,0
1363289,19300,57,7,1,1,0,1,0,0
1362759,27258,69,9,0,0,0,1,0,0
1363085,25681,56,6,2,1,0,1,0,0
1362555,26598,57,6,0,1,0,1,0,0
1362677,11812,32,2,2,1,0,0,0,1
1363493,30068,69,5,0,1,0,1,0,0
1362942,17165,38,6,2,1,0,1,0,0
1362881,12690,55,5,0,1,0,1,0,0
1363268,35508,56,6,1,0,0,1,0,0
1363146,8381,44,4,0,0,0,1,0,0
1362656,17584,64,4,0,1,0,0,0,1
1363207,10919,73,3,0,1,0,1,0,0
1363390,12973,50,0,2,1,0,1,0,0
1363003,7968,68,8,0,1,0,1,0,0
1362513,28058,32,2,2,0,0,0,0,1
1362595,29241,58,5,2,0,0,1,0,0
1362982,0,15,7,0,0,1,0,0,0
1363064,0,13,5,0,0,1,0,0,0
1363247,19686,64,4,0,0,0,1,0,0
1362860,0,15,7,0,0,1,0,0,0
1362839,43315,33,3,3,1,0,0,1,0
1362921,19987,45,5,2,0,0,0,1,0
1362492,40252,40,0,5,0,0,0,1,0
1362717,0,16,1,0,0,1,0,0,0
1362961,5505,18,3,0,0,1,0,0,0
1363186,0,15,0,0,1,1,0,0,0
1363287,18449,39,9,0,1,0,1,0,0
1362574,26763,31,1,2,0,0,1,0,0
1363083,22680,64,4,0,1,1,0,0,0
1363043,20840,42,2,1,1,0,1,0,0
1362675,10608,63,3,0,0,0,1,0,0
1363308,27155,22,1,1,1,0,1,0,0
1362940,0,17,2,0,0,1,0,0,0
1363165,15301,69,7,0,1,0,1,0,0
1363409,9379,69,9,0,0,0,1,0,0
1363022,26364,41,1,2,1,0,1,0,0
1362797,17912,32,2,3,0,0,1,0,0
1363491,0,14,6,0,1,1,0,0,0
1363266,20889,23,2,0,0,0,0,1,0
1362614,18040,27,6,2,0,0,1,0,0
1362858,60242,41,1,4,0,0,1,0,0
1362879,0,15,7,0,0,1,0,0,0
1362654,0,13,5,0,0,1,0,0,0
1363348,36259,45,5,2,0,0,1,0,0
1363123,56384,35,2,2,1,0,0,0,1
1362736,20358,42,2,0,0,1,0,0,0
1363388,76376,56,6,1,1,0,1,0,0
1363205,0,17,2,0,0,1,0,0,0
1362511,2517,83,3,0,1,1,0,0,0
1363470,18390,38,8,2,0,0,1,0,0
1362980,8201,18,3,0,1,1,0,0,0
1362593,11725,30,0,0,1,1,0,0,0
1363449,30265,34,4,0,0,1,0,0,0
1363327,12310,40,0,0,0,1,0,0,0
1362837,22322,50,0,0,1,0,1,0,0
1362919,4300,24,3,0,0,1,0,0,0
1363306,15576,46,6,0,0,1,0,0,0
1362715,17750,56,6,1,0,0,1,0,0
1363102,18183,33,3,3,0,0,1,0,0
1363184,19840,50,0,2,0,0,0,0,1
1362694,29838,36,6,2,0,0,1,0,0
1362776,27269,68,3,0,1,0,1,0,0
1362959,77727,57,7,1,0,0,1,0,0
1362572,0,17,2,0,1,1,0,0,0
1363428,8301,82,2,0,1,1,0,0,0
1362633,10818,28,4,2,0,0,1,0,0
1362551,23085,27,6,0,0,1,0,0,0
1362898,12449,32,1,2,1,0,1,0,0
1362816,11918,19,4,0,0,1,0,0,0
1363081,41876,37,7,0,0,1,0,0,0
1363142,40671,30,0,2,1,0,0,1,0
1362877,9480,42,2,2,1,0,1,0,0
1362530,39250,57,7,0,0,1,0,0,0
1363346,35237,55,5,1,1,0,1,0,0
1362999,29403,36,6,2,1,0,0,0,1
1362938,0,16,1,0,1,1,0,0,0
1363468,36923,53,2,1,0,0,0,1,0
1362734,33010,55,5,0,0,0,1,0,0
1363264,0,16,1,0,0,1,0,0,0
1363203,82612,56,6,1,1,0,1,0,0
1363121,0,14,6,0,1,1,0,0,0
1362591,26936,64,4,0,0,1,0,0,0
1362713,31297,40,0,0,1,0,1,0,0
1363060,48479,46,6,5,1,0,1,0,0
1362509,3093,82,2,0,1,0,1,0,0
1362652,20745,46,1,2,1,0,1,0,0
1362978,33060,41,1,0,1,1,0,0,0
1362917,45464,57,7,0,0,0,1,0,0
1363447,17052,41,1,0,0,1,0,0,0
1363386,12033,85,5,0,1,0,1,0,0
1362570,20562,50,0,2,0,0,1,0,0
1363182,101177,50,0,0,0,0,1,0,0
1362835,9099,28,7,0,1,1,0,0,0
1363243,16579,35,5,2,1,0,1,0,0
1363304,14780,88,8,0,0,0,0,0,1
1363039,0,15,7,0,0,1,0,0,0
1362692,0,13,5,0,1,1,0,0,0
1362631,34394,54,4,0,0,0,1,0,0
1363161,12560,31,1,2,0,0,1,0,0
1363100,12599,37,3,0,1,1,0,0,0
1363426,37186,36,6,0,1,1,0,0,0
1362896,44758,53,2,1,0,0,1,0,0
1362549,0,17,2,0,0,1,0,0,0
1363365,41261,34,4,3,1,0,1,0,0
1363018,46884,36,4,2,1,0,1,0,0
1362488,7083,77,7,0,0,0,1,0,0
1362814,0,16,1,0,1,1,0,0,0
1362753,13352,48,8,0,0,1,0,0,0
1363283,22995,21,0,0,0,1,0,0,0
1363222,5456,63,3,0,1,0,0,0,1
1362875,8681,68,8,0,0,0,1,0,0
1363487,0,13,5,0,1,1,0,0,0
1362671,22783,25,4,0,0,1,0,0,0
1362610,9602,79,9,0,1,0,1,0,0
1363140,20684,44,4,0,1,1,0,0,0
1363079,25426,46,6,1,0,0,1,0,0
1362528,6618,39,9,0,0,1,0,0,0
1363344,13124,66,6,0,0,0,1,0,0
1362997,0,17,2,0,0,1,0,0,0
1362936,8575,52,2,1,0,0,1,0,0
1363466,0,15,7,0,0,1,0,0,0
1363405,26583,23,2,2,0,0,1,0,0
1362589,30674,64,4,0,0,0,1,0,0
1363201,8038,80,0,0,0,0,1,0,0
1362854,0,15,0,0,1,1,0,0,0
1362793,29120,36,6,2,1,0,0,1,0
1363323,57882,39,9,0,0,1,0,0,0
1363262,49631,54,4,1,0,0,1,0,0
1362711,12994,26,5,1,0,0,0,0,1
1363058,6355,77,7,0,1,0,1,0,0
1363180,0,15,7,0,1,1,0,0,0
1362650,17804,21,0,1,1,0,1,0,0
1362976,20179,49,9,1,0,0,1,0,0
1363384,54647,48,8,0,1,1,0,0,0
1363445,5918,29,8,1,1,0,1,0,0
1362507,0,17,2,0,0,1,0,0,0
1362568,0,16,1,0,1,1,0,0,0
1362772,12456,31,1,2,1,0,1,0,0
1363037,8257,29,8,0,0,0,1,0,0
1363241,30217,46,6,0,0,1,0,0,0
1363302,50704,55,5,1,1,0,1,0,0
1363098,21909,51,1,1,1,0,1,0,0
1362894,59542,57,7,0,1,1,0,0,0
1362486,10701,76,6,0,0,0,0,1,0
1362690,24131,47,7,1,0,0,1,0,0
1362955,15746,30,0,3,1,0,1,0,0
1363159,11029,46,4,0,1,1,0,0,0
1363077,0,15,3,0,0,1,0,0,0
1362547,30413,37,3,0,1,0,1,0,0
1362669,0,13,5,0,0,1,0,0,0
1363016,41317,54,4,1,1,0,1,0,0
1362934,11074,52,2,1,0,0,1,0,0
1363485,19863,48,8,0,0,1,0,0,0
1363403,37364,52,2,1,0,0,0,0,1
1363342,32700,53,3,1,0,0,0,0,1
1362526,43872,41,1,0,0,0,1,0,0
1363138,13137,72,2,0,0,0,1,0,0
1362791,7914,81,1,0,0,0,1,0,0
1362730,12988,37,7,3,0,0,0,0,1
1363056,2442,19,1,0,0,1,0,0,0
1363199,0,16,1,0,1,1,0,0,0
1363117,38736,48,7,5,1,0,0,0,1
1362995,45195,59,9,2,1,0,1,0,0
1363382,13497,61,1,0,0,0,1,0,0
1362587,8799,27,6,0,0,0,1,0,0
1362505,7735,53,3,1,0,0,1,0,0
1362852,33706,56,6,1,1,0,1,0,0
1362974,12436,29,8,0,1,1,0,0,0
1363321,33113,55,5,0,1,0,1,0,0
1362770,76891,42,2,0,0,1,0,0,0
1362709,5981,74,4,0,0,0,1,0,0
1362831,111004,52,2,0,1,1,0,0,0
1363178,31220,34,4,0,1,1,0,0,0
1363096,12072,67,7,0,1,0,1,0,0
1362566,127848,54,4,1,1,0,1,0,0
1363361,26008,34,4,2,0,0,0,0,1
1363035,8262,60,0,0,1,0,1,0,0
1362484,10053,42,2,0,0,1,0,0,0
1362688,23896,34,4,1,1,0,1,0,0
1363422,42532,39,9,2,1,0,1,0,0
1363157,72194,32,2,0,1,1,0,0,0
1363218,21646,49,6,0,0,1,0,0,0
1362749,17412,33,2,2,0,0,0,1,0
1362810,0,17,2,0,0,1,0,0,0
1363014,15399,60,0,0,1,0,1,0,0
1363075,12560,46,6,1,1,0,1,0,0
1363483,9271,28,6,0,1,0,1,0,0
1362932,18387,18,3,0,1,1,0,0,0
1362606,36586,51,1,0,0,1,0,0,0
1363401,9999,44,4,0,1,0,1,0,0
1363340,0,13,5,0,1,1,0,0,0
1362524,0,15,7,0,0,1,0,0,0
1362728,32065,48,8,1,1,0,1,0,0
1362993,20702,30,0,1,0,0,0,1,0
1363197,19088,52,2,2,0,0,1,0,0
1363258,9005,26,5,1,0,0,1,0,0
1363462,9495,25,4,2,0,0,0,1,0
1362503,5787,18,3,0,1,1,0,0,0
1362585,28093,69,9,0,1,0,1,0,0
1362972,59047,55,5,0,1,1,0,0,0
1363054,9738,56,6,1,0,0,1,0,0
1363441,7169,39,9,0,0,1,0,0,0
1362850,8961,86,6,0,1,0,0,0,1
1363237,57224,35,5,2,1,0,1,0,0
1362911,43737,66,6,0,1,0,1,0,0
1362829,49553,53,3,1,0,0,1,0,0
1363176,2772,22,1,1,0,0,0,0,1
1363298,56296,38,8,2,1,0,1,0,0
1362768,0,16,1,0,1,1,0,0,0
1363094,11244,72,2,0,0,0,1,0,0
1362564,14357,77,7,0,0,0,1,0,0
1362686,19019,70,0,0,0,0,0,0,1
1362625,30165,37,7,3,1,0,1,0,0
1362951,24090,67,7,0,1,0,1,0,0
1362890,0,14,6,0,0,1,0,0,0
1363420,22369,32,2,0,0,1,0,0,0
1363216,13241,18,3,0,0,1,0,0,0
1362543,77322,36,6,2,1,0,1,0,0
1363012,77893,35,2,0,1,1,0,0,0
1362808,31387,42,2,0,0,1,0,0,0
1363481,7642,66,6,0,0,0,1,0,0
1362665,0,14,6,0,0,1,0,0,0
1362604,28204,40,0,0,0,1,0,0,0
1363134,19645,39,6,2,1,0,1,0,0
1363073,11821,29,8,0,1,0,1,0,0
1363399,1591,25,4,0,1,1,0,0,0
1363338,0,13,5,0,0,1,0,0,0
1362991,21657,49,9,0,0,1,0,0,0
1362930,0,17,2,0,1,1,0,0,0
1362787,0,14,6,0,1,1,0,0,0
1362726,14141,18,3,0,1,1,0,0,0
1363256,90592,50,0,0,1,0,1,0,0
1363195,0,17,2,0,1,1,0,0,0
1362848,0,15,7,0,0,1,0,0,0
1363317,18176,68,8,0,0,0,0,0,1
1362644,3371,19,4,0,0,1,0,0,0
1362909,98566,43,3,1,0,0,0,1,0
1363113,30163,38,1,3,1,0,1,0,0
1363378,31732,35,5,3,1,0,1,0,0
1362705,27635,40,0,2,0,0,0,0,1
1363174,21384,58,7,1,0,0,1,0,0
1362501,65347,58,8,2,0,0,1,0,0
1362766,102286,56,6,2,0,0,0,1,0
1362970,30276,45,1,0,0,1,0,0,0
1363235,25827,75,5,0,0,0,1,0,0
1363439,4184,27,6,1,0,0,1,0,0
1363031,52542,35,5,3,1,0,0,0,1
1362562,63532,46,6,0,0,1,0,0,0
1362623,15554,73,3,0,1,0,1,0,0
1362827,6228,84,4,0,0,0,1,0,0
1362888,56266,44,4,5,1,0,0,1,0
1363296,7302,19,4,0,0,1,0,0,0
1363357,19041,38,8,3,1,0,1,0,0
1363092,6809,60,0,0,0,1,0,0,0
1362480,50890,33,3,2,1,0,1,0,0
1363153,0,15,7,0,0,1,0,0,0
1362745,11410,82,2,0,1,0,1,0,0
1362949,0,16,1,0,1,1,0,0,0
1363214,8345,19,4,0,0,1,0,0,0
1362541,22362,63,3,0,1,0,1,0,0
1363479,32728,53,3,0,1,0,0,1,0
1363010,4424,18,3,0,1,1,0,0,0
1362602,31496,25,4,1,0,0,0,1,0
1362806,39382,24,3,1,1,0,0,1,0
1363071,1565,82,2,0,0,0,1,0,0
1363275,17773,37,7,3,0,0,1,0,0
1363336,33905,52,2,0,1,0,1,0,0
1362663,29030,44,4,0,1,1,0,0,0
1362928,20691,44,4,0,1,1,0,0,0
1362520,58377,49,2,4,0,0,0,0,1
1363193,30989,45,5,0,0,1,0,0,0
1363458,22025,44,3,1,0,0,1,0,0
1362785,43582,42,2,5,0,0,1,0,0
1363254,13317,19,4,0,0,1,0,0,0
1362642,6909,54,2,2,0,0,0,1,0
1362703,26886,34,4,0,0,0,1,0,0
1363376,23883,75,5,0,1,0,1,0,0
1363172,93060,50,0,0,1,0,1,0,0
1362499,37180,65,5,0,1,0,1,0,0
1362968,17110,68,8,0,0,1,0,0,0
1362764,25973,57,7,1,1,0,1,0,0
1362825,10234,18,3,0,0,1,0,0,0
1363233,37438,62,2,0,1,0,1,0,0
1363294,29536,43,3,0,0,0,1,0,0
1363029,0,14,6,0,1,1,0,0,0
1362682,29040,32,2,1,1,0,1,0,0
1362621,3303,61,1,0,0,0,0,1,0
1363416,14769,31,1,3,0,0,1,0,0
1363090,0,16,1,0,0,1,0,0,0
1363008,35117,57,7,1,0,0,1,0,0
1363355,13087,22,1,0,1,0,1,0,0
1363130,16238,33,3,2,1,0,0,0,1
1362947,8048,26,5,0,1,1,0,0,0
1362722,44196,30,0,1,0,0,1,0,0
1362743,11946,60,0,0,0,0,0,0,1
1363456,0,17,2,0,0,1,0,0,0
1363212,9050,65,5,0,0,0,1,0,0
1362579,17401,18,3,0,1,1,0,0,0
1362804,68039,48,8,0,1,1,0,0,0
1362844,0,17,2,0,1,1,0,0,0
1363069,11600,18,3,0,1,1,0,0,0
1363313,19639,25,4,1,0,0,1,0,0
1363334,0,17,2,0,0,1,0,0,0
1362701,38917,51,1,0,0,0,1,0,0
1362661,19649,66,5,0,1,0,1,0,0
1363170,0,17,2,0,0,1,0,0,0
1362926,6479,65,5,0,0,0,1,0,0
1363435,12307,29,8,1,1,0,1,0,0
1363395,14011,29,8,2,0,0,0,1,0
1362558,0,15,7,0,1,1,0,0,0
1363191,26112,36,6,0,1,0,1,0,0
1362823,43381,48,8,0,1,1,0,0,0
1362783,16168,49,9,0,1,1,0,0,0
1362680,8282,73,3,0,0,0,1,0,0
1363252,0,16,1,0,0,1,0,0,0
1362741,7534,61,1,0,0,0,1,0,0
1363048,43408,40,0,4,0,0,1,0,0
1362537,0,13,5,0,0,1,0,0,0
1362640,3726,71,1,0,0,0,1,0,0
1363006,4366,61,1,0,0,0,1,0,0
1363109,8997,23,2,2,1,0,1,0,0
1363475,24815,32,2,2,1,0,1,0,0
1362905,11613,39,5,2,0,0,1,0,0
1362598,49437,47,7,2,0,0,1,0,0
1363374,6132,21,0,0,1,1,0,0,0
1362863,0,14,6,0,1,1,0,0,0
1362497,0,14,6,0,1,1,0,0,0
1363332,58217,55,3,2,0,0,1,0,0
1362966,11041,83,3,0,0,0,1,0,0
1363128,4187,19,4,0,0,1,0,0,0
1362619,32152,32,2,0,0,0,1,0,0
1362720,18806,19,4,0,1,1,0,0,0
1363088,28975,54,4,2,1,0,1,0,0
1362985,11485,70,0,0,0,0,1,0,0
1363353,39832,58,6,0,1,1,0,0,0
1363454,8120,65,5,0,0,0,0,0,1
1362945,13901,76,6,0,0,0,1,0,0
1362577,86055,50,0,2,1,0,0,1,0
1363414,25869,54,4,1,0,0,0,0,1
1363046,9307,41,1,0,0,1,0,0,0
1363210,19891,70,0,0,1,0,0,0,1
1363311,54734,50,0,0,1,0,1,0,0
1363271,7467,41,1,0,0,1,0,0,0
1362903,29570,49,3,0,0,1,0,0,0
1363067,22721,53,2,2,0,0,1,0,0
1362699,23476,19,4,0,1,1,0,0,0
1362659,0,14,6,0,1,1,0,0,0
1363168,94123,51,1,2,1,0,1,0,0
1362924,4804,74,4,0,1,0,1,0,0
1363433,6576,45,5,0,1,1,0,0,0
1363393,0,16,1,0,0,1,0,0,0
1362556,56088,46,6,0,1,1,0,0,0
1362516,29417,33,3,3,1,0,0,0,1
1363025,0,14,6,0,0,1,0,0,0
1362781,31013,31,1,0,1,1,0,0,0
1363494,26848,67,1,0,0,0,1,0,0
1363250,39754,57,7,2,1,0,1,0,0
1363290,0,15,0,0,0,1,0,0,0
1362638,7008,40,0,1,0,0,0,0,1
