cust_id,SV_withdrawal_avg_normalized,SV_deposit_avg_normalized,CC_avg_transaction_normalized,CC_avg_payment_normalized,CC_avg_cash_advance_normalized,SV_avg_bal_normalized,CC_avg_bal_normalized,SV_small_withdrawal_counts_normalized,SV_large_withdrawal_counts_normalized,SV_deposit_counts_normalized,CC_small_transaction_count_normalized,CC_large_transaction_count_normalized,CC_payment_count_normalized,CC_cash_advance_count_normalized
1362520,0.0,0.0,0.465288035450517,0.09616485403548940,0.8250000000000000,0.0,0.14694697567625700,0.0,0.0,0.0,0.043478260869565200,0.20909090909090900,1.0,0.07407407407407410
1362523,0.08469055374592840,0.06607574536663980,0.0,0.0,0.0,0.013194874481970200,0.0,0.30000000000000000,0.21052631578947400,0.25,0.0,0.0,0.0,0.0
1362524,0.059717698154180200,0.14665592264303000,0.0,0.0,0.0,0.010670223407802600,0.0,0.4,0.21052631578947400,0.25,0.0,0.0,0.0,0.0
1362525,0.10640608034744800,0.12489927477840500,0.17134416543574600,0.10566685746994800,0.71,0.011337112370790300,0.07096218698428640,0.4,0.5263157894736840,0.45,0.6956521739130440,0.4818181818181820,1.0,0.14814814814814800
1362526,0.32573289902280100,0.2876712328767120,0.0,0.027246708643388700,0.0,0.03386843233458770,0.21044701155198400,0.0,0.21052631578947400,0.25,0.0,0.0,1.0,0.0
1362528,0.10314875135722000,0.12087026591458500,0.18020679468242200,0.04258729250143100,0.535,0.016815128852474600,0.016861591447226800,0.4,0.3684210526315790,0.35000000000000000,0.30434782608695700,0.21818181818181800,1.0,0.1111111111111110
1362529,0.38327904451683000,0.2030620467365030,0.24076809453471200,0.04293073840870060,0.45,0.02834278092697570,0.13970007892659800,0.0,0.15789473684210500,0.25,0.13043478260869600,0.13636363636363600,1.0,0.037037037037037000
1362530,0.18675352877307300,0.3416599516518940,0.4327917282127030,0.07990841442472810,0.5650000000000000,0.028199876149192600,0.06586783382363490,0.1,0.3684210526315790,0.2,0.17391304347826100,0.2545454545454550,1.0,0.05555555555555560
1362531,0.0,0.0,0.20088626292466800,0.025186033199771000,0.9,0.0,0.15067805123053700,0.0,0.0,0.0,0.21739130434782600,0.10909090909090900,1.0,0.018518518518518500
1362535,0.0,0.0,0.0,0.02369776760160280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333330,0.0
1362537,0.06514657980456030,0.17324738114423900,0.0,0.0,0.0,0.024722526556471200,0.0,0.1,0.15789473684210500,0.4,0.0,0.0,0.0,0.0
1362540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362541,0.0,0.0,0.0,0.010875787063537500,0.665,0.0,0.07799382937504480,0.0,0.0,0.0,0.0,0.0,0.41666666666666700,0.35185185185185200
1362542,0.30727470141150900,0.2183722804190170,0.0,0.021637092157985100,0.0,0.04572952889058260,0.030494367510942100,0.0,0.21052631578947400,0.4,0.0,0.0,1.0,0.0
1362546,0.048859934853420200,0.10475423045930700,0.17134416543574600,0.08700629650829990,0.665,0.02105463726003910,0.06177800100452030,0.30000000000000000,0.05263157894736840,0.4,0.6086956521739130,0.43636363636363600,1.0,0.1111111111111110
1362547,0.0,0.0,0.20974889217134400,0.09822552947910700,0.74,0.0,0.08559948338953860,0.0,0.0,0.0,0.4782608695652170,0.3,0.6666666666666670,0.18518518518518500
1362548,0.0,0.0,0.46085672082717900,0.15787063537492800,0.0,0.012004001333777900,0.02532826289732370,0.0,0.0,0.0,0.043478260869565200,0.10909090909090900,0.6666666666666670,0.0
1362549,0.1682953311617810,0.1305398871877520,0.14032496307237800,0.05449341728677730,0.55,0.04020387748297050,0.046494941522565800,0.2,0.47368421052631600,0.75,0.9130434782608700,0.2636363636363640,1.0,0.14814814814814800
1362550,0.10532030401737200,0.11120064464141800,0.0,0.0,0.0,0.027342447482494200,0.0,0.30000000000000000,0.15789473684210500,0.15000000000000000,0.0,0.0,0.0,0.0
1362551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362552,0.0,0.0,0.12998522895125600,0.03709215798511730,0.435,0.0,0.036306235201262800,0.0,0.0,0.0,0.8260869565217390,0.20909090909090900,1.0,0.05555555555555560
1362555,0.13897937024972900,0.1442385173247380,0.0,0.0,0.0,0.011718191778211800,0.0,0.1,0.5263157894736840,0.35000000000000000,0.0,0.0,0.0,0.0
1362556,0.34636264929424500,0.233682514101531,0.4017725258493350,0.11299370349170000,0.8200000000000000,0.021388081741532900,0.16380856712348400,0.0,0.15789473684210500,0.15000000000000000,0.21739130434782600,0.13636363636363600,0.6666666666666670,0.09259259259259260
1362557,0.1780673181324650,0.08380338436744560,0.23190546528803500,0.011448196908986800,0.0,0.016529319296908500,0.05187630049508500,0.4,0.2631578947368420,0.4,0.08695652173913040,0.045454545454545500,0.08333333333333330,0.0
1362562,0.247557003257329,0.3295729250604350,0.6779911373707530,0.07178019461934750,0.8,0.12680417281951100,0.4066872354165170,0.0,0.5263157894736840,0.7000000000000000,0.043478260869565200,0.18181818181818200,0.08333333333333330,0.05555555555555560
1362563,0.0,0.0,0.16543574593796200,0.04212936462507160,0.0,0.0,0.047212456052235100,0.0,0.0,0.0,0.17391304347826100,0.16363636363636400,0.3333333333333330,0.0
1362565,0.12920738327904500,0.3247381144238520,0.2082717872968980,0.048196908986834600,0.2,0.03267755918639550,0.04297912032718660,0.0,0.2631578947368420,0.15000000000000000,0.43478260869565200,0.2636363636363640,1.0,0.018518518518518500
1362566,0.0,0.0,0.8921713441654360,0.23194046937607300,0.0,0.0,0.3807132094424910,0.0,0.0,0.0,0.0,0.2818181818181820,1.0,0.0
1362567,0.18566775244299700,0.2199838839645450,0.0,0.0,0.0,0.18315629019196900,0.0,0.2,0.9473684210526320,0.9500000000000000,0.0,0.0,0.0,0.0
1362568,0.13246471226927300,0.11442385173247400,0.0,0.0,0.0,0.013099604630114800,0.0,0.0,0.2631578947368420,0.25,0.0,0.0,0.0,0.0
1362569,0.0,0.0,0.5036927621861150,0.0,0.0,0.0,0.36736743919064400,0.0,0.0,0.0,0.043478260869565200,0.23636363636363600,0.0,0.0
1362570,0.0,0.0,0.0,0.0,0.0,0.008240842185490400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362571,0.14332247557003300,0.1297340854149880,0.1772525849335300,0.00835718374356039,0.0,0.08698137474396230,0.05094353160651500,0.1,0.21052631578947400,0.1,0.043478260869565200,0.07272727272727270,1.0,0.0
1362572,0.11834961997828400,0.0983078162771958,0.21565731166912900,0.040870062965083,0.65,0.02891440003810790,0.01607232546459070,0.1,0.3684210526315790,0.45,0.30434782608695700,0.16363636363636400,0.9166666666666670,0.037037037037037000
1362573,0.3127035830618890,0.20950846091861400,0.0,0.0,0.0,0.48397084742533200,0.0,0.0,0.6842105263157890,0.6000000000000000,0.0,0.0,0.0,0.0
1362574,0.0,0.0,0.22008862629246700,0.14882655981682900,0.75,0.0,0.05295257228958890,0.0,0.0,0.0,0.34782608695652200,0.44545454545454500,0.5,0.07407407407407410
1362577,0.0,0.0,0.844903988183161,0.06846021751574130,1.0,0.0,0.10841644543302000,0.0,0.0,0.0,0.0,0.10000000000000000,0.6666666666666670,0.018518518518518500
1362578,0.10314875135722000,0.13215149073328000,0.18463810930576100,0.034115626788780800,0.35000000000000000,0.02310293907492970,0.03422544306522210,0.0,0.21052631578947400,0.30000000000000000,0.30434782608695700,0.22727272727272700,1.0,0.037037037037037000
1362579,0.0,0.0,0.0,0.13360045792787600,0.5,0.0,0.11745712850685200,0.0,0.0,0.0,0.0,0.0,0.5,1.0
1362580,0.13897937024972900,0.23529411764705900,0.1772525849335300,0.015798511734401800,0.0,0.012670890296765600,0.09485542082227170,0.2,0.2631578947368420,0.1,0.17391304347826100,0.15454545454545500,1.0,0.0
1362584,0.1715526601520090,0.14020950846091900,0.15805022156573100,0.07406983400114480,0.45,0.08902967655885300,0.042620363062352000,0.0,0.3684210526315790,0.30000000000000000,0.17391304347826100,0.18181818181818200,0.25,0.07407407407407410
1362585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362586,0.0,0.0,0.17282127031019200,0.024613623354321700,0.0,0.0,0.20786395924517500,0.0,0.0,0.0,0.3913043478260870,0.2727272727272730,1.0,0.0
1362587,0.1270358306188930,0.1015310233682510,0.1329394387001480,0.05266170578133940,0.54,0.05801933977992670,0.04800172203487120,0.1,0.2631578947368420,0.65,0.8260869565217390,0.3181818181818180,1.0,0.09259259259259260
1362588,0.0988056460369164,0.136986301369863,0.20384047267356000,0.04270177447052090,0.55,0.009003001000333450,0.03322092272368520,0.30000000000000000,0.47368421052631600,0.25,0.43478260869565200,0.20909090909090900,1.0,0.07407407407407410
1362589,0.19001085776330100,0.2199838839645450,0.0,0.0,0.0,0.023674558186062000,0.0,0.1,0.42105263157894700,0.4,0.0,0.0,0.0,0.0
1362590,0.0,0.0,0.0,0.0,0.0,0.026246844186157300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362591,0.0,0.0,0.2171344165435750,0.11597023468803700,0.555,0.0,0.11738537705388500,0.0,0.0,0.0,0.6956521739130440,0.5909090909090910,1.0,0.12962962962963000
1362592,0.0,0.0,0.4357459379615950,0.061133371493989700,0.0,0.0,0.20700294180957200,0.0,0.0,0.0,0.043478260869565200,0.11818181818181800,1.0,0.0
1362593,0.0,0.0,0.17429837518463800,0.1244419004006870,0.44,0.0,0.09600344406974240,0.0,0.0,0.0,0.8260869565217390,0.34545454545454500,0.5,0.09259259259259260
1362594,0.48968512486427800,1.0,0.4697193500738550,0.3540927303949630,1.0,0.180965083599295,1.0,0.0,0.631578947368421,0.4,0.0,0.3090909090909090,0.5833333333333330,0.037037037037037000
1362595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362596,0.1704668838219330,0.0862207896857373,0.0,0.0,0.0,0.02057828800076220,0.0,0.0,0.3157894736842110,0.30000000000000000,0.0,0.0,0.0,0.0
1362597,0.0,0.0,0.15214180206794700,0.03777904979965660,0.45,0.0,0.04764296477003660,0.0,0.0,0.0,0.34782608695652200,0.20909090909090900,1.0,0.037037037037037000
1362598,0.0,0.0,0.0,0.01797366914710930,0.0,0.0,0.027337303580397500,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1362602,0.18783930510314900,0.1708299758259470,0.2806499261447560,0.15649685174585000,1.0,0.08683846996617920,0.04914974528234200,0.0,0.47368421052631600,0.7000000000000000,0.30434782608695700,0.41818181818181800,0.8333333333333330,0.037037037037037000
1362604,0.13246471226927300,0.12489927477840500,0.0,0.0,0.0,0.012146906111561000,0.0,0.30000000000000000,0.5789473684210530,0.55,0.0,0.0,0.0,0.0
1362605,0.0,0.0,0.25849335302806500,0.028162564396107600,0.3,0.02877149526032490,0.026619789050728300,0.0,0.0,0.0,0.08695652173913040,0.14545454545454500,1.0,0.018518518518518500
1362606,0.0,0.0,0.3530280649926150,0.15672581568403000,0.5,0.0,0.06708760852407260,0.0,0.0,0.0,0.17391304347826100,0.36363636363636400,0.5833333333333330,0.05555555555555560
1362607,0.0,0.0,0.21122599704579000,0.0842587292501431,0.6,0.0,0.035516969218626700,0.0,0.0,0.0,0.2608695652173910,0.35454545454545500,0.9166666666666670,0.09259259259259260
1362609,0.19543973941368100,0.20225624496373900,0.16248153618906900,0.02427017744705210,0.365,0.01810127185252230,0.19236564540431900,0.2,0.47368421052631600,0.25,0.34782608695652200,0.1909090909090910,1.0,0.05555555555555560
1362610,0.0,0.0,0.18020679468242200,0.04281625643961080,0.5,0.0,0.01671808854129300,0.0,0.0,0.0,0.2608695652173910,0.20909090909090900,0.9166666666666670,0.07407407407407410
1362611,0.0,0.0,0.20974889217134400,0.06307956496851750,0.85,0.0,0.0692401521130803,0.0,0.0,0.0,0.13043478260869600,0.21818181818181800,1.0,0.037037037037037000
1362613,0.19109663409337700,0.0846091861402095,0.1240768094534710,0.010074413279908400,0.0,0.011861096555994900,0.06156274664561960,0.1,0.10526315789473700,0.30000000000000000,0.34782608695652200,0.10909090909090900,1.0,0.0
1362614,0.16503800217155300,0.1377921031426270,0.0,0.0,0.0,0.02577049492688040,0.0,0.30000000000000000,0.3684210526315790,0.8500000000000000,0.0,0.0,0.0,0.0
1362617,0.0,0.0,0.103397341211226,0.009273039496279340,0.0,0.006525984852093560,0.012341249910310700,0.0,0.0,0.0,0.21739130434782600,0.03636363636363640,0.3333333333333330,0.0
1362619,0.0,0.0,0.0,0.4470520892959360,0.0,0.053255847187157600,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333330,0.0
1362620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362621,0.11726384364820800,0.128928283642224,0.2865583456425410,0.04098454493417290,0.0,0.04768256085361790,0.03501470904785820,0.0,0.10526315789473700,0.30000000000000000,0.0,0.06363636363636360,0.08333333333333330,0.0
1362622,0.1248642779587410,0.2401289282836420,0.28360413589364800,0.1338294218660560,0.6,0.5467060448721000,0.09126784817392550,0.0,0.15789473684210500,0.7000000000000000,0.17391304347826100,0.24545454545454500,0.5833333333333330,0.037037037037037000
1362623,0.0,0.0,0.0,0.0,0.0,0.006668889629876630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362624,0.10640608034744800,0.2908944399677680,0.24667651403249600,0.048998282770463700,0.645,0.017577287667317700,0.05826217980914110,0.30000000000000000,0.2631578947368420,0.2,0.21739130434782600,0.20909090909090900,1.0,0.16666666666666700
1362625,0.0,0.0,0.22451994091580500,0.06468231253577560,0.0,0.0,0.03924804477290670,0.0,0.0,0.0,0.2608695652173910,0.20000000000000000,1.0,0.0
1362630,0.0,0.0,0.20974889217134400,0.2253005151688610,0.465,0.0,0.10332209227236900,0.0,0.0,0.0,0.3913043478260870,0.20909090909090900,0.25,0.05555555555555560
1362631,0.0,0.0,0.4062038404726740,0.09467658843732110,0.8250000000000000,0.025246510741675800,0.04326612613905430,0.0,0.0,0.0,0.08695652173913040,0.2818181818181820,1.0,0.07407407407407410
1362632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362633,0.09120521172638440,0.1281224818694600,0.16986706056130000,0.05060103033772180,0.62,0.010146239222598000,0.041615842720815100,0.5,0.47368421052631600,0.35000000000000000,0.2608695652173910,0.3727272727272730,1.0,0.09259259259259260
1362636,0.0,0.0,0.15805022156573100,0.04132799084144250,0.45,0.0,0.04053957092631130,0.0,0.0,0.0,0.3913043478260870,0.24545454545454500,1.0,0.07407407407407410
1362637,0.18566775244299700,0.0306204673650282,0.14032496307237800,0.012707498568975400,0.4,0.0050969370742628500,0.06687235416517180,0.0,0.10526315789473700,0.05,0.13043478260869600,0.13636363636363600,0.5,0.018518518518518500
1362638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362640,0.12160694896851200,0.136986301369863,0.1861152141802070,0.06731539782484260,0.4,0.06702234078026010,0.056827150749802700,0.1,0.3157894736842110,0.55,0.43478260869565200,0.34545454545454500,1.0,0.05555555555555560
1362641,0.0,0.0,0.13884785819793200,0.02301087578706350,0.65,0.006716524555804320,0.008107914185262250,0.0,0.0,0.0,0.17391304347826100,0.10000000000000000,0.8333333333333330,0.037037037037037000
1362642,0.0988056460369164,0.09427880741337630,0.16248153618906900,0.05392100744132800,0.41500000000000000,0.009288810555899590,0.04914974528234200,0.4,0.3157894736842110,0.35000000000000000,0.6086956521739130,0.3090909090909090,1.0,0.1111111111111110
1362643,0.06080347448425620,0.1168412570507660,0.21122599704579000,0.094791070406411,0.9,0.021388081741532900,0.03802827007246900,0.30000000000000000,0.05263157894736840,0.2,0.043478260869565200,0.12727272727272700,0.3333333333333330,0.018518518518518500
1362644,0.0,0.0,0.24372230428360400,0.012020606754436200,0.0,0.006287810222455100,0.010260457774269900,0.0,0.0,0.0,0.08695652173913040,0.06363636363636360,1.0,0.0
1362645,0.0,0.0,0.35893648449039900,0.10223239839725200,0.9,0.0,0.1740690248977540,0.0,0.0,0.0,0.08695652173913040,0.18181818181818200,0.75,0.037037037037037000
1362649,0.0,0.0,0.15214180206794700,0.058042358328563300,0.365,0.0,0.04965200545311040,0.0,0.0,0.0,0.7826086956521740,0.40000000000000000,1.0,0.1111111111111110
1362650,0.11292073832790400,0.0918614020950846,0.18020679468242200,0.024842587292501400,0.0,0.007383413518791980,0.047212456052235100,0.4,0.3684210526315790,0.5,0.13043478260869600,0.06363636363636360,0.08333333333333330,0.0
1362652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362653,0.0,0.0,0.2658788774002950,0.13325701202060700,0.0,0.0,0.051517543230250400,0.0,0.0,0.0,0.13043478260869600,0.20909090909090900,0.25,0.0
1362654,0.1498371335504890,0.1345688960515710,0.0,0.0,0.0,0.0383461153717906,0.0,0.30000000000000000,0.10526315789473700,0.15000000000000000,0.0,0.0,0.0,0.0
1362656,0.1248642779587410,0.17485898468976600,0.16100443131462300,0.044533485975958800,0.6,0.028056971371409500,0.030494367510942100,0.5,0.42105263157894700,0.4,0.30434782608695700,0.2545454545454550,1.0,0.05555555555555560
1362657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362658,0.0,0.0,0.0,0.06456783056668580,0.0,0.011289477444862600,0.035803975030494400,0.0,0.0,0.0,0.0,0.0,0.6666666666666670,0.0
1362659,0.13137893593919700,0.0958904109589041,0.0,0.0,0.0,0.017529652741390000,0.0,0.4,0.7368421052631580,0.8,0.0,0.0,0.0,0.0
1362661,0.21715526601520100,0.1829170024174050,0.16395864106351600,0.04441900400686890,0.8,0.0567808317058067,0.045418669728062000,0.30000000000000000,0.3157894736842110,0.7000000000000000,0.34782608695652200,0.2818181818181820,1.0,0.037037037037037000
1362662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362663,0.0,0.0,0.22156573116691300,0.029536348025186000,0.5,0.0,0.24122838487479400,0.0,0.0,0.0,0.34782608695652200,0.22727272727272700,1.0,0.05555555555555560
1362664,0.0,0.0,0.29985228951255500,0.09937034917000570,0.465,0.0,0.06436105331132960,0.0,0.0,0.0,0.043478260869565200,0.21818181818181800,0.41666666666666700,0.05555555555555560
1362665,0.18023887079261700,0.10475423045930700,0.0,0.0,0.0,0.10260563044824500,0.0,0.2,0.2631578947368420,0.4,0.0,0.0,0.0,0.0
1362666,0.14223669923995700,0.0741337630942788,0.0,0.0,0.0,0.022340780260086700,0.0,0.1,0.21052631578947400,0.2,0.0,0.0,0.0,0.0
1362668,0.14006514657980500,0.1160354552780020,0.0,0.0,0.0,0.04763492592769020,0.0,0.0,0.3157894736842110,0.7000000000000000,0.0,0.0,0.0,0.0
1362669,0.14006514657980500,0.1829170024174050,0.0,0.0,0.0,0.06387843566903250,0.0,0.0,0.3157894736842110,0.5,0.0,0.0,0.0,0.0
1362670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362671,0.14006514657980500,0.11039484286865400,0.12850812407680900,0.012707498568975400,0.0,0.01538608107464390,0.05697065365573650,0.0,0.47368421052631600,0.4,0.21739130434782600,0.09090909090909090,0.16666666666666700,0.0
1362672,0.0,0.0,0.07976366322008860,0.01316542644533490,0.2,0.0,0.00638587931405611,0.0,0.0,0.0,0.30434782608695700,0.045454545454545500,0.3333333333333330,0.018518518518518500
1362674,0.07817589576547230,0.07655116841257050,0.0,0.0,0.0,0.0040489687038536700,0.0,0.30000000000000000,0.21052631578947400,0.2,0.0,0.0,0.0,0.0
1362675,0.06948968512486430,0.0652699435938759,0.12703101920236300,0.007326846021751570,0.4,0.015719525556137800,0.04785821912893740,0.30000000000000000,0.05263157894736840,0.2,0.21739130434782600,0.08181818181818180,1.0,0.05555555555555560
1362677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362680,0.0,0.0,0.14918759231905500,0.05609616485403550,0.4,0.0,0.04656669297553280,0.0,0.0,0.0,0.2608695652173910,0.10909090909090900,0.16666666666666700,0.037037037037037000
1362681,0.3930510314875140,0.20064464141821100,0.0,0.0,0.0,0.18868194159958100,0.0,0.1,0.3684210526315790,0.65,0.0,0.0,0.0,0.0
1362682,0.0,0.0,0.0,0.0,0.0,0.011527652074501000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362683,0.0,0.0,0.3559822747415070,0.2524327418431600,0.915,0.0,0.19681423548826900,0.0,0.0,0.0,0.3913043478260870,0.9636363636363640,1.0,0.1111111111111110
1362685,0.15852334419109700,0.38839645447220000,0.3323485967503690,0.09456210646823130,1.0,0.04663459248320870,0.07376049364999640,0.2,0.2631578947368420,0.25,0.17391304347826100,0.22727272727272700,0.5833333333333330,0.037037037037037000
1362686,0.13246471226927300,0.0999194198227236,0.0,0.008471665712650260,0.385,0.007097603963225840,0.0066728851259238,0.0,0.2631578947368420,0.25,0.0,0.0,0.5,0.12962962962963000
1362687,0.1205211726384370,0.1893634165995170,0.1432791728212700,0.04441900400686890,0.635,0.016719859000619300,0.01671808854129300,0.4,0.3157894736842110,0.35000000000000000,0.4782608695652170,0.16363636363636400,0.5833333333333330,0.05555555555555560
1362690,0.08034744842562430,0.11764705882352900,0.1329394387001480,0.012707498568975400,0.5,0.008145572333635020,0.07254071894955870,0.2,0.21052631578947400,0.1,0.34782608695652200,0.11818181818181800,1.0,0.07407407407407410
1362693,0.042345276872964200,0.062046736502820300,0.16100443131462300,0.011562678878076700,0.2,0.00257228600009527,0.05811867690320730,0.6000000000000000,0.10526315789473700,0.1,0.08695652173913040,0.10000000000000000,0.41666666666666700,0.018518518518518500
1362694,0.0,0.0,0.3131462333825700,0.08734974241556960,0.4,0.0,0.054315849895960400,0.0,0.0,0.0,0.2608695652173910,0.33636363636363600,1.0,0.037037037037037000
1362697,0.10532030401737200,0.09427880741337630,0.0,0.0,0.0,0.028199876149192600,0.0,0.1,0.21052631578947400,0.2,0.0,0.0,0.0,0.0
1362698,0.3127035830618890,0.48348106365834000,0.20974889217134400,0.028620492272467100,0.7000000000000000,0.030010003334444800,0.17356676472698600,0.1,0.894736842105263,0.65,0.21739130434782600,0.13636363636363600,1.0,0.018518518518518500
1362699,0.0,0.0,0.24519940915805000,0.051402404121350900,0.275,0.0,0.04613618425773120,0.0,0.0,0.0,0.21739130434782600,0.2636363636363640,1.0,0.07407407407407410
