cust_id,SV_withdrawal_avg_normalized,SV_deposit_avg_normalized,CK_withdrawal_avg_normalized,CK_deposit_avg_normalized,CC_avg_transaction_normalized,CC_avg_payment_normalized,CC_avg_cash_advance_normalized,SV_avg_bal_normalized,CK_avg_bal_normalized,CC_avg_bal_normalized,SV_small_withdrawal_counts_normalized,SV_large_withdrawal_counts_normalized,SV_deposit_counts_normalized,CK_small_withdrawal_count_normalized,CK_large_withdrawal_count_normalized,CK_deposit_count_normalized,CC_small_transaction_count_normalized,CC_large_transaction_count_normalized,CC_payment_count_normalized,CC_cash_advance_count_normalized
1362525,0.10640608034744843,0.12489927477840451,0.09846153846153846,0.10518444666001993,0.17134416543574596,0.10566685746994849,0.71,0.011337112370790265,0.0045212877297274665,0.07096218698428643,0.4,0.5263157894736842,0.45,0.6896551724137931,0.3728813559322034,0.5217391304347826,0.6956521739130435,0.4818181818181818,1.0,0.14814814814814814
1362526,0.32573289902280134,0.2876712328767123,0.2876923076923077,0.2512462612163509,0.0,0.027246708643388667,0.0,0.03386843233458772,0.017792104491983086,0.21044701155198392,0.0,0.21052631578947367,0.25,0.6206896551724138,0.4915254237288136,0.5217391304347826,0.0,0.0,1.0,0.0
1362528,0.10314875135722042,0.12087026591458501,0.1646153846153846,0.08973080757726819,0.18020679468242246,0.04258729250143103,0.535,0.016815128852474635,0.07351278938334659,0.016861591447226806,0.4,0.3684210526315789,0.35000000000000003,0.48275862068965514,0.6101694915254238,0.9565217391304348,0.30434782608695654,0.21818181818181817,1.0,0.1111111111111111
1362529,0.38327904451682954,0.2030620467365028,0.21384615384615385,0.29611166500498504,0.24076809453471198,0.04293073840870063,0.45,0.02834278092697566,0.021727299367856993,0.13970007892659828,0.0,0.15789473684210525,0.25,0.41379310344827586,0.4915254237288136,0.43478260869565216,0.13043478260869565,0.13636363636363635,1.0,0.037037037037037035
1362530,0.18675352877307275,0.3416599516518936,0.3384615384615385,0.18693918245264207,0.4327917282127031,0.07990841442472811,0.5650000000000001,0.028199876149192588,0.08967220663959476,0.06586783382363492,0.1,0.3684210526315789,0.2,0.3103448275862069,0.6610169491525424,0.6086956521739131,0.17391304347826086,0.2545454545454545,1.0,0.05555555555555555
1362531,0.0,0.0,0.3153846153846154,0.20139581256231304,0.20088626292466766,0.025186033199771037,0.9,0.0,0.07866203374220287,0.15067805123053743,0.0,0.0,0.0,0.3793103448275862,0.7288135593220338,0.8260869565217391,0.21739130434782608,0.10909090909090909,1.0,0.018518518518518517
1362535,0.0,0.0,0.0,0.0,0.0,0.02369776760160275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0
1362537,0.06514657980456026,0.17324738114423852,0.0,0.0,0.0,0.0,0.0,0.024722526556471204,0.0,0.0,0.1,0.15789473684210525,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362540,0.0,0.0,0.4107692307692308,0.21236291126620138,0.0,0.0,0.0,0.0,0.3388872608531837,0.0,0.0,0.0,0.0,0.034482758620689655,1.0,0.6956521739130435,0.0,0.0,0.0,0.0
1362541,0.0,0.0,0.0,0.0,0.0,0.010875787063537493,0.665,0.0,0.0,0.07799382937504484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41666666666666663,0.35185185185185186
1362542,0.30727470141150925,0.2183722804190169,0.3446153846153846,0.19591226321036886,0.0,0.021637092157985118,0.0,0.04572952889058258,0.05065516808305773,0.030494367510942096,0.0,0.21052631578947367,0.4,0.06896551724137931,0.2711864406779661,0.13043478260869565,0.0,0.0,1.0,0.0
1362546,0.048859934853420196,0.10475423045930701,0.15692307692307692,0.09322033898305083,0.17134416543574596,0.08700629650829994,0.665,0.02105463726003906,0.039477540084564826,0.06177800100452034,0.30000000000000004,0.05263157894736842,0.4,0.6551724137931034,0.6610169491525424,0.7826086956521738,0.6086956521739131,0.43636363636363634,1.0,0.1111111111111111
1362547,0.0,0.0,0.0,0.0,0.20974889217134418,0.09822552947910704,0.74,0.0,0.0,0.08559948338953864,0.0,0.0,0.0,0.0,0.0,0.0,0.4782608695652174,0.3,0.6666666666666666,0.18518518518518517
1362548,0.0,0.0,0.3707692307692308,0.18793619142572282,0.46085672082717877,0.15787063537492846,0.0,0.012004001333777926,0.12136308452296228,0.02532826289732367,0.0,0.0,0.0,0.10344827586206896,0.7288135593220338,0.6521739130434783,0.043478260869565216,0.10909090909090909,0.6666666666666666,0.0
1362549,0.1682953311617807,0.1305398871877518,0.0,0.0,0.14032496307237816,0.05449341728677733,0.55,0.04020387748297052,0.0,0.046494941522565836,0.2,0.47368421052631576,0.75,0.0,0.0,0.0,0.9130434782608695,0.2636363636363636,1.0,0.14814814814814814
1362550,0.10532030401737243,0.11120064464141821,0.0,0.0,0.0,0.0,0.0,0.027342447482494165,0.0,0.0,0.30000000000000004,0.15789473684210525,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362551,0.0,0.0,0.20923076923076922,0.1600199401794616,0.0,0.0,0.0,0.0,0.05551136601498723,0.0,0.0,0.0,0.0,0.3103448275862069,0.3559322033898305,0.7826086956521738,0.0,0.0,0.0,0.0
1362552,0.0,0.0,0.11538461538461539,0.10917248255234296,0.12998522895125555,0.03709215798511734,0.435,0.0,0.007033114246242726,0.036306235201262825,0.0,0.0,0.0,0.4482758620689655,0.4067796610169492,0.5217391304347826,0.8260869565217391,0.20909090909090908,1.0,0.05555555555555555
1362555,0.13897937024972856,0.1442385173247381,0.17846153846153845,0.11515453639082751,0.0,0.0,0.0,0.011718191778211786,0.014652321346339012,0.0,0.1,0.5263157894736842,0.35000000000000003,0.4482758620689655,0.4745762711864407,0.9565217391304348,0.0,0.0,0.0,0.0
1362556,0.34636264929424543,0.233682514101531,0.0,0.0,0.4017725258493353,0.11299370349170006,0.8200000000000001,0.021388081741532894,0.0,0.16380856712348427,0.0,0.15789473684210525,0.15000000000000002,0.0,0.0,0.0,0.21739130434782608,0.13636363636363635,0.6666666666666666,0.09259259259259259
1362557,0.1780673181324647,0.08380338436744561,0.2123076923076923,0.12761714855433698,0.23190546528803546,0.011448196908986834,0.0,0.016529319296908495,0.05082262318415875,0.05187630049508503,0.4,0.2631578947368421,0.4,0.27586206896551724,0.4576271186440678,0.4782608695652174,0.08695652173913043,0.045454545454545456,0.08333333333333333,0.0
1362562,0.247557003257329,0.3295729250604351,0.48615384615384616,0.43170488534396806,0.6779911373707533,0.07178019461934745,0.8,0.12680417281951126,0.11026918407501989,0.4066872354165172,0.0,0.5263157894736842,0.7000000000000001,0.3103448275862069,0.7288135593220338,0.6956521739130435,0.043478260869565216,0.18181818181818182,0.08333333333333333,0.05555555555555555
1362563,0.0,0.0,0.1723076923076923,0.12313060817547357,0.16543574593796162,0.04212936462507155,0.0,0.0,0.020010884581571565,0.047212456052235056,0.0,0.0,0.0,0.41379310344827586,0.4745762711864407,0.6956521739130435,0.17391304347826086,0.16363636363636364,0.3333333333333333,0.0
1362565,0.12920738327904452,0.3247381144238517,0.33076923076923076,0.1595214356929212,0.2082717872968981,0.048196908986834576,0.2,0.03267755918639546,0.1407878762506803,0.04297912032718663,0.0,0.2631578947368421,0.15000000000000002,0.27586206896551724,0.7288135593220338,0.7391304347826086,0.43478260869565216,0.2636363636363636,1.0,0.018518518518518517
1362566,0.0,0.0,0.9107692307692308,0.6046859421734795,0.8921713441654358,0.23194046937607327,0.0,0.0,0.2942604764097626,0.3807132094424912,0.0,0.0,0.0,0.24137931034482757,0.9661016949152542,0.7391304347826086,0.0,0.2818181818181818,1.0,0.0
1362567,0.18566775244299674,0.2199838839645447,0.0,0.0,0.0,0.0,0.0,0.18315629019196875,0.0,0.0,0.2,0.9473684210526315,0.9500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362568,0.13246471226927253,0.11442385173247381,0.2,0.11266201395812561,0.0,0.0,0.0,0.013099604630114801,0.07690375518064219,0.0,0.0,0.2631578947368421,0.25,0.5517241379310345,0.6440677966101694,0.5652173913043478,0.0,0.0,0.0,0.0
1362569,0.0,0.0,0.32769230769230767,0.2726819541375872,0.5036927621861153,0.0,0.0,0.0,0.015531460627119353,0.36736743919064363,0.0,0.0,0.0,0.48275862068965514,0.4406779661016949,0.6086956521739131,0.043478260869565216,0.23636363636363636,0.0,0.0
1362570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008240842185490403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362571,0.14332247557003258,0.1297340854149879,0.10307692307692308,0.08873379860418742,0.1772525849335303,0.00835718374356039,0.0,0.08698137474396228,0.0058609285385356055,0.05094353160651503,0.1,0.21052631578947367,0.1,0.6896551724137931,0.2542372881355932,0.5217391304347826,0.043478260869565216,0.07272727272727272,1.0,0.0
1362572,0.11834961997828448,0.0983078162771958,0.15846153846153846,0.09521435692921236,0.21565731166912852,0.040870062965083,0.65,0.02891440003810794,0.021811026918407504,0.01607232546459066,0.1,0.3684210526315789,0.45,0.3103448275862069,0.3898305084745763,0.6956521739130435,0.30434782608695654,0.16363636363636364,0.9166666666666666,0.037037037037037035
1362573,0.3127035830618893,0.20950846091861403,0.3861538461538462,0.3220338983050847,0.0,0.0,0.0,0.48397084742533225,0.164775819483401,0.0,0.0,0.6842105263157894,0.6000000000000001,0.24137931034482757,0.864406779661017,0.6956521739130435,0.0,0.0,0.0,0.0
1362574,0.0,0.0,0.0,0.0,0.22008862629246678,0.14882655981682885,0.75,0.0,0.0,0.05295257228958886,0.0,0.0,0.0,0.0,0.0,0.0,0.34782608695652173,0.44545454545454544,0.5,0.07407407407407407
1362577,0.0,0.0,0.4323076923076923,0.3833499501495513,0.844903988183161,0.06846021751574127,1.0,0.0,0.025327584041528864,0.10841644543302002,0.0,0.0,0.0,0.20689655172413793,0.4915254237288136,0.5217391304347826,0.0,0.09999999999999999,0.6666666666666666,0.018518518518518517
1362578,0.10314875135722042,0.13215149073327961,0.15538461538461537,0.08823529411764705,0.18463810930576072,0.034115626788780766,0.35000000000000003,0.02310293907492974,0.0285929585129987,0.03422544306522207,0.0,0.21052631578947367,0.30000000000000004,0.5862068965517241,0.576271186440678,0.6956521739130435,0.30434782608695654,0.22727272727272727,1.0,0.037037037037037035
1362579,0.0,0.0,0.13384615384615384,0.11316051844466599,0.0,0.13360045792787636,0.5,0.0,0.011973039728722736,0.11745712850685226,0.0,0.0,0.0,0.6206896551724138,0.423728813559322,0.7826086956521738,0.0,0.0,0.5,1.0
1362580,0.13897937024972856,0.23529411764705882,0.18,0.17746759720837485,0.1772525849335303,0.015798511734401832,0.0,0.012670890296765588,0.010382216268263071,0.09485542082227165,0.2,0.2631578947368421,0.1,0.4482758620689655,0.3898305084745763,0.4782608695652174,0.17391304347826086,0.15454545454545454,1.0,0.0
1362584,0.1715526601520087,0.14020950846091862,0.08923076923076922,0.10518444666001993,0.15805022156573117,0.07406983400114482,0.45,0.08902967655885295,0.007242433122618998,0.042620363062352014,0.0,0.3684210526315789,0.30000000000000004,0.7241379310344828,0.4067796610169492,0.5217391304347826,0.17391304347826086,0.18181818181818182,0.25,0.07407407407407407
1362585,0.0,0.0,0.18153846153846154,0.15702891326021934,0.0,0.0,0.0,0.0,0.01733160296395529,0.0,0.0,0.0,0.0,0.3793103448275862,0.4745762711864407,0.6086956521739131,0.0,0.0,0.0,0.0
1362586,0.0,0.0,0.11692307692307692,0.09521435692921236,0.17282127031019204,0.024613623354321695,0.0,0.0,0.0087076652572529,0.20786395924517473,0.0,0.0,0.0,0.5862068965517241,0.3220338983050847,0.6521739130434783,0.3913043478260869,0.2727272727272727,1.0,0.0
1362587,0.1270358306188925,0.1015310233682514,0.16615384615384615,0.09770687936191425,0.1329394387001477,0.05266170578133944,0.54,0.05801933977992665,0.0818436806631222,0.04800172203487121,0.1,0.2631578947368421,0.65,0.6206896551724138,0.6610169491525424,0.8695652173913043,0.8260869565217391,0.3181818181818182,1.0,0.09259259259259259
1362588,0.0988056460369164,0.136986301369863,0.12153846153846154,0.08524426719840478,0.20384047267355984,0.04270177447052089,0.55,0.009003001000333445,0.006363293841838657,0.03322092272368515,0.30000000000000004,0.47368421052631576,0.25,0.6551724137931034,0.2711864406779661,0.6521739130434783,0.43478260869565216,0.20909090909090908,1.0,0.07407407407407407
1362589,0.19001085776330076,0.2199838839645447,0.0,0.0,0.0,0.0,0.0,0.023674558186062022,0.0,0.0,0.1,0.42105263157894735,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362590,0.0,0.0,0.13846153846153847,0.08624127617148554,0.0,0.0,0.0,0.026246844186157293,0.08326704902248085,0.0,0.0,0.0,0.0,0.27586206896551724,0.3050847457627119,0.17391304347826086,0.0,0.0,0.0,0.0
1362591,0.0,0.0,0.23076923076923078,0.13708873379860417,0.2171344165435746,0.11597023468803663,0.555,0.0,0.03834721815213296,0.11738537705388534,0.0,0.0,0.0,0.41379310344827586,0.7288135593220338,0.9130434782608695,0.6956521739130435,0.5909090909090908,1.0,0.12962962962962962
1362592,0.0,0.0,0.4107692307692308,0.34047856430707873,0.4357459379615953,0.061133371493989695,0.0,0.0,0.02742077280529158,0.20700294180957166,0.0,0.0,0.0,0.24137931034482757,0.5254237288135594,0.6086956521739131,0.043478260869565216,0.11818181818181818,1.0,0.0
1362593,0.0,0.0,0.19230769230769232,0.13060817547357925,0.17429837518463812,0.1244419004006869,0.44,0.0,0.06116297567714656,0.09600344406974241,0.0,0.0,0.0,0.5862068965517241,0.7457627118644068,0.6086956521739131,0.8260869565217391,0.34545454545454546,0.5,0.09259259259259259
1362594,0.48968512486427795,1.0,0.6507692307692308,0.3838484546360917,0.4697193500738553,0.3540927303949628,1.0,0.180965083599295,0.440825553648428,1.0,0.0,0.631578947368421,0.4,0.13793103448275862,0.9152542372881356,0.8260869565217391,0.0,0.3090909090909091,0.5833333333333333,0.037037037037037035
1362595,0.0,0.0,0.18769230769230769,0.09022931206380856,0.0,0.0,0.0,0.0,0.03679825846694855,0.0,0.0,0.0,0.0,0.6896551724137931,0.4576271186440678,0.43478260869565216,0.0,0.0,0.0,0.0
1362596,0.1704668838219327,0.0862207896857373,0.0,0.0,0.0,0.0,0.0,0.02057828800076216,0.0,0.0,0.0,0.3157894736842105,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362597,0.0,0.0,0.17846153846153845,0.13310069790628115,0.15214180206794684,0.03777904979965655,0.45,0.0,0.045673378825302466,0.04764296477003659,0.0,0.0,0.0,0.3448275862068966,0.7966101694915254,0.7391304347826086,0.34782608695652173,0.20909090909090908,1.0,0.037037037037037035
1362598,0.0,0.0,0.3723076923076923,0.2796610169491525,0.0,0.01797366914710933,0.0,0.0,0.09130489387532968,0.027337303580397505,0.0,0.0,0.0,0.24137931034482757,0.711864406779661,0.3913043478260869,0.0,0.0,1.0,0.0
1362602,0.18783930510314875,0.1708299758259468,0.14923076923076922,0.14556331006979062,0.2806499261447563,0.15649685174585004,1.0,0.08683846996617921,0.011847448402896973,0.04914974528234197,0.0,0.47368421052631576,0.7000000000000001,0.5172413793103449,0.3728813559322034,0.5652173913043478,0.30434782608695654,0.41818181818181815,0.8333333333333333,0.037037037037037035
1362604,0.13246471226927253,0.12489927477840451,0.0,0.0,0.0,0.0,0.0,0.012146906111560997,0.0,0.0,0.30000000000000004,0.5789473684210527,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362605,0.0,0.0,0.13076923076923078,0.08773678963110668,0.25849335302806503,0.028162564396107613,0.3,0.02877149526032487,0.009921714740235274,0.026619789050728277,0.0,0.0,0.0,0.3793103448275862,0.2711864406779661,0.5217391304347826,0.08695652173913043,0.14545454545454545,1.0,0.018518518518518517
1362606,0.0,0.0,0.30923076923076925,0.22681954137587237,0.3530280649926145,0.15672581568402977,0.5,0.0,0.08104826893289237,0.06708760852407261,0.0,0.0,0.0,0.3448275862068966,0.7288135593220338,0.6521739130434783,0.17391304347826086,0.36363636363636365,0.5833333333333333,0.05555555555555555
1362607,0.0,0.0,0.17076923076923076,0.13758723828514455,0.21122599704579026,0.0842587292501431,0.6,0.0,0.010340352492987818,0.035516969218626675,0.0,0.0,0.0,0.41379310344827586,0.4067796610169492,0.6086956521739131,0.2608695652173913,0.35454545454545455,0.9166666666666666,0.09259259259259259
1362609,0.19543973941368079,0.20225624496373892,0.15846153846153846,0.07577268195413758,0.16248153618906944,0.02427017744705209,0.365,0.01810127185252227,0.017792104491983086,0.19236564540431944,0.2,0.47368421052631576,0.25,0.7241379310344828,0.5084745762711864,0.7826086956521738,0.34782608695652173,0.1909090909090909,1.0,0.05555555555555555
1362610,0.0,0.0,0.0,0.0,0.18020679468242246,0.04281625643961076,0.5,0.0,0.0,0.01671808854129296,0.0,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.20909090909090908,0.9166666666666666,0.07407407407407407
1362611,0.0,0.0,0.0,0.0,0.20974889217134418,0.06307956496851747,0.85,0.0,0.015154686649642065,0.0692401521130803,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.21818181818181817,1.0,0.037037037037037035
1362613,0.19109663409337677,0.0846091861402095,0.0,0.0,0.1240768094534712,0.010074413279908415,0.0,0.011861096555994856,0.0,0.06156274664561957,0.1,0.10526315789473684,0.30000000000000004,0.0,0.0,0.0,0.34782608695652173,0.10909090909090909,1.0,0.0
1362614,0.16503800217155268,0.1377921031426269,0.0,0.0,0.0,0.0,0.0,0.02577049492688039,0.0,0.0,0.30000000000000004,0.3684210526315789,0.8500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362617,0.0,0.0,0.16923076923076924,0.14406779661016947,0.103397341211226,0.009273039496279336,0.0,0.006525984852093555,0.011177627998492904,0.012341249910310685,0.0,0.0,0.0,0.1724137931034483,0.2542372881355932,0.30434782608695654,0.21739130434782608,0.03636363636363636,0.3333333333333333,0.0
1362619,0.0,0.0,0.2630769230769231,0.1510468594217348,0.0,0.4470520892959359,0.0,0.053255847187157625,0.05375308745342655,0.0,0.0,0.0,0.0,0.41379310344827586,0.6271186440677966,0.7391304347826086,0.0,0.0,0.08333333333333333,0.0
1362620,0.0,0.0,0.2876923076923077,0.15004985044865402,0.0,0.0,0.0,0.0,0.04194750282580483,0.0,0.0,0.0,0.0,0.5862068965517241,0.6440677966101694,0.9130434782608695,0.0,0.0,0.0,0.0
1362621,0.11726384364820848,0.128928283642224,0.18923076923076923,0.09571286141575273,0.2865583456425406,0.04098454493417287,0.0,0.04768256085361788,0.047892158914890945,0.03501470904785822,0.0,0.10526315789473684,0.30000000000000004,0.3103448275862069,0.4745762711864407,0.4782608695652174,0.0,0.06363636363636363,0.08333333333333333,0.0
1362622,0.1248642779587405,0.2401289282836422,0.3292307692307692,0.26221335992023925,0.28360413589364847,0.1338294218660561,0.6,0.5467060448721003,0.17118097710051491,0.09126784817392553,0.0,0.15789473684210525,0.7000000000000001,0.3448275862068966,0.8813559322033898,0.7826086956521738,0.17391304347826086,0.24545454545454545,0.5833333333333333,0.037037037037037035
1362623,0.0,0.0,0.1076923076923077,0.06729810568295114,0.0,0.0,0.0,0.006668889629876626,0.004102649976974924,0.0,0.0,0.0,0.0,0.27586206896551724,0.1864406779661017,0.34782608695652173,0.0,0.0,0.0,0.0
